Unnamed: 0,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,train_set,test_set,model_family,shift_Unnamed: 0,shift_filepaths,shift_labelpaths,shift_acc,shift_nll,shift_brier,shift_qunc,shift_set,shift_model_family
80,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.4855,2.323600541488684,0.6424247928966172,0.6375043988227844,(seed=3),imagenet,imagenet,Neural Network,80,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3636,3.151185105441523,0.765911444172065,0.7075877785682678,imagenetv2mf,Neural Network
80,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.4855,2.323600541488684,0.6424247928966172,0.6375043988227844,(seed=3),imagenet,imagenet,Neural Network,81,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3647,3.10926987211851,0.7627674851732209,0.7124999165534973,imagenetv2mf,Neural Network
80,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.4855,2.323600541488684,0.6424247928966172,0.6375043988227844,(seed=3),imagenet,imagenet,Neural Network,82,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3779,3.057477120708476,0.752270794011574,0.6979284882545471,imagenetv2mf,Neural Network
81,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.49034,2.299573525399388,0.6399750131794557,0.6411037445068359,(seed=4),imagenet,imagenet,Neural Network,78,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens1.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3691,3.0883776394446425,0.7578395946228834,0.7011627554893494,imagenetv2mf,Neural Network
81,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.49034,2.299573525399388,0.6399750131794557,0.6411037445068359,(seed=4),imagenet,imagenet,Neural Network,79,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens2.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3793,3.0502205966096394,0.750827333077752,0.6987504959106445,imagenetv2mf,Neural Network
81,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.49034,2.299573525399388,0.6399750131794557,0.6411037445068359,(seed=4),imagenet,imagenet,Neural Network,80,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3636,3.151185105441523,0.765911444172065,0.7075877785682678,imagenetv2mf,Neural Network
81,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.49034,2.299573525399388,0.6399750131794557,0.6411037445068359,(seed=4),imagenet,imagenet,Neural Network,81,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3647,3.10926987211851,0.7627674851732209,0.7124999165534973,imagenetv2mf,Neural Network
81,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.49034,2.299573525399388,0.6399750131794557,0.6411037445068359,(seed=4),imagenet,imagenet,Neural Network,82,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3779,3.057477120708476,0.752270794011574,0.6979284882545471,imagenetv2mf,Neural Network
82,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.50054,2.245255733210845,0.6276898915371923,0.6235837340354919,(seed=5),imagenet,imagenet,Neural Network,78,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens1.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3691,3.0883776394446425,0.7578395946228834,0.7011627554893494,imagenetv2mf,Neural Network
82,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.50054,2.245255733210845,0.6276898915371923,0.6235837340354919,(seed=5),imagenet,imagenet,Neural Network,79,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens2.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3793,3.0502205966096394,0.750827333077752,0.6987504959106445,imagenetv2mf,Neural Network
82,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.50054,2.245255733210845,0.6276898915371923,0.6235837340354919,(seed=5),imagenet,imagenet,Neural Network,80,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens3.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3636,3.151185105441523,0.765911444172065,0.7075877785682678,imagenetv2mf,Neural Network
82,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.50054,2.245255733210845,0.6276898915371923,0.6235837340354919,(seed=5),imagenet,imagenet,Neural Network,81,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens4.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3647,3.10926987211851,0.7627674851732209,0.7124999165534973,imagenetv2mf,Neural Network
82,deepens_alexnet,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenet--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.50054,2.245255733210845,0.6276898915371923,0.6235837340354919,(seed=5),imagenet,imagenet,Neural Network,82,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/alexnet--imagenetv2mf--deepens5.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.3779,3.057477120708476,0.752270794011574,0.6979284882545471,imagenetv2mf,Neural Network
83,deepens_resnet101,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/resnet101--imagenet--deepens1.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.71812,1.1168227685534111,0.3841517942354409,0.3590283691883087,(seed=1),imagenet,imagenet,Neural Network,83,/data/Projects/linear_ensembles/interp_ensembles/results/imagenet/logits/resnet101--imagenetv2mf--deepens1.hdf5,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5983,1.7570918818028571,0.5320830047515874,0.4518188536167145,imagenetv2mf,Neural Network
